ORF_ID,KO_ID,KO_Function,KO_Score,Secondary_KO_ID,Secondary_KO_Score
k127_1254584_1,K00346,nqrA; Na+-transporting NADH:ubiquinone oxidoreductase subunit A [EC:7.2.1.1],180,,
k127_6134555_3,,,14,K03558,2
k127_3642907_18,K18332,hndD; NADP-reducing hydrogenase subunit HndD [EC:1.12.1.3],28,K00336,19
k127_4161815_1,,,173,K06413,18
k127_2397093_2,K25314,"FKGP, fkp; fucokinase / fucose-1-phosphate guanylyltransferase [EC:2.7.1.52 2.7.7.30]",42,K07031,17
k127_9976088_2,,,21,K01142,8
k127_8834193_2,K09955,K09955; uncharacterized protein,236,K15921,24
k127_1254615_2,,,14,K01840,2
k127_1358575_7,K00970,pcnB; poly(A) polymerase [EC:2.7.7.19],205,,
k127_3746463_2,,,123,K10909,14
k127_3954417_2,,,10,K08303,3
k127_9664482_1,K03043,rpoB; DNA-directed RNA polymerase subunit beta [EC:2.7.7.6],780,,
k127_2085205_4,,,116,K07007,13
k127_7588026_4,K03772,fkpA; FKBP-type peptidyl-prolyl cis-trans isomerase FkpA [EC:5.2.1.8],43,,
k127_2708813_2,,,16,K00634,3
k127_9249563_1,K01873,"VARS, valS; valyl-tRNA synthetase [EC:6.1.1.9]",587,,
k127_2812287_1,,,31,K21573,6
k127_3954480_1,K00700,"GBE1, glgB; 1,4-alpha-glucan branching enzyme [EC:2.4.1.18]",456,,
k127_3746516_2,,,13,K03118,2
k127_2085219_2,,,106,,
k127_2189514_4,K01537,ATP2C; P-type Ca2+ transporter type 2C [EC:7.2.2.10],367,,
k127_4265313_1,K00847,"E2.7.1.4, scrK; fructokinase [EC:2.7.1.4]",61,,
k127_4265313_2,,,16,K07160,2
k127_6030684_1,,,25,K03286,10
k127_5718963_1,,,16,K01647,2
k127_1046932_2,,,9,K02406,2
k127_3019751_2,,,17,K01703,2
k127_1151292_1,K01534,zntA; Zn2+/Cd2+-exporting ATPase [EC:7.2.2.12 7.2.2.21],492,,
k127_10184079_5,K03544,"clpX, CLPX; ATP-dependent Clp protease ATP-binding subunit ClpX",162,,
k127_9664560_1,,,15,K01218,10
k127_1669850_4,K01868,"TARS, thrS; threonyl-tRNA synthetase [EC:6.1.1.3]",236,,
k127_5927088_2,K01992,ABC-2.P; ABC-2 type transport system permease protein,110,,
k127_6757713_1,K02112,"ATPF1B, atpD; F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]",434,,
k127_5304035_3,,,26,K03279,5
k127_632185_1,K01740,metY; O-acetylhomoserine (thiol)-lyase [EC:2.5.1.49],514,,
k127_2397264_1,,,9,K00927,8
k127_1151340_2,,,18,K09014,5
k127_632219_2,,,14,K00325,7
k127_8108026_2,K00748,lpxB; lipid-A-disaccharide synthase [EC:2.4.1.182],241,,
k127_7588154_2,K01179,E3.2.1.4; endoglucanase [EC:3.2.1.4],16,,
k127_632222_3,K00876,"udk, UCK; uridine kinase [EC:2.7.1.48]",203,,
k127_10391719_2,K00425,cydA; cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7],463,,
k127_11118241_3,,,9,K23240,5
k127_4992507_1,,,21,K18320,3
k127_3228055_4,K01207,nagZ; beta-N-acetylhexosaminidase [EC:3.2.1.52],109,,
k127_5304110_1,,,9,K07177,2
k127_6134767_1,K03702,uvrB; excinuclease ABC subunit B,18,,
k127_8419010_2,,,29,K20276,6
k127_9976311_1,,,11,K02410,3
k127_11325249_3,,,102,,
k127_11221971_14,K03281,"clcA, clcB, CLC-E, CLC-F; chloride channel protein, CIC family",245,,
k127_11221971_15,,,89,,
k127_7069177_2,,,11,K04042,6
k127_5408144_1,K06188,aqpZ; aquaporin Z,292,,
k127_2085396_2,K06183,rsuA; 16S rRNA pseudouridine516 synthase [EC:5.4.99.19],83,K06178,4
k127_8108114_1,K04773,sppA; protease IV [EC:3.4.21.-],355,,
k127_4369764_1,,,157,K12989,6
k127_4369764_2,,,10,K02188,2
k127_7484296_2,,,245,,
k127_735536_5,K07085,K07085; putative transport protein,239,,
k127_4785073_6,,,27,K18303,2
k127_3435281_1,,,8,K07484,7
k127_6653929_2,K08978,TC.BAT1; bacterial/archaeal transporter family protein,145,,
k127_9976392_1,,,9,K23537,7
k127_11014329_1,K01839,deoB; phosphopentomutase [EC:5.4.2.7],334,,
k127_10080455_1,,,19,K09748,3
k127_10080455_3,,,361,K24300,34
k127_5512142_5,,,13,K06332,3
k127_5512142_6,K00705,malQ; 4-alpha-glucanotransferase [EC:2.4.1.25],157,,
k127_3331762_3,,,18,K03406,6
k127_7795742_1,,,27,K12687,2
k127_3331775_1,K00873,"PK, pyk; pyruvate kinase [EC:2.7.1.40]",549,,
k127_3020020_3,K03652,MPG; DNA-3-methyladenine glycosylase [EC:3.2.2.21],114,,
k127_1358851_1,,,16,K11956,2
k127_1358851_2,K05349,bglX; beta-glucosidase [EC:3.2.1.21],513,,
k127_1358851_3,K08138,"xylE; MFS transporter, SP family, xylose:H+ symportor",409,K13854,31
k127_1358851_4,,,18,K07787,3
k127_2085463_3,K06131,clsA_B; cardiolipin synthase A/B [EC:2.7.8.-],356,,
k127_10495684_1,K07463,K07463; archaea-specific RecJ-like exonuclease,507,,
k127_217236_1,K07133,K07133; uncharacterized protein,17,,
k127_7277100_1,K07315,rsbU_P; phosphoserine phosphatase RsbU/P [EC:3.1.3.3],78,,
k127_5200482_6,,,71,K24130,4
k127_2812586_4,,,155,,
k127_6134955_1,K02519,"infB, MTIF2; translation initiation factor IF-2",516,,
k127_10080496_3,,,23,K00145,2
k127_6342597_2,,,9,K00874,2
k127_1358910_2,,,64,,
k127_11325383_1,,,12,K03546,5
k127_8419234_9,,,13,K02445,2
k127_9976551_1,,,149,,
k127_5615656_2,,,72,K21573,18
k127_10495773_3,,,21,K10218,20
k127_10495773_4,,,55,K11921,4
k127_8419258_1,,,285,,
k127_1462725_2,,,,,
k127_5304365_4,,,217,K05592,23
k127_5200582_2,K07497,K07497; putative transposase,153,,
k127_3643357_2,K05366,mrcA; penicillin-binding protein 1A [EC:2.4.99.28 3.4.16.4],479,,
k127_3331887_4,K01193,"INV, sacA; beta-fructofuranosidase [EC:3.2.1.26]",196,,
k127_10392053_2,,,9,K03043,4
k127_6758021_1,K00343,nuoN; NADH-quinone oxidoreductase subunit N [EC:7.1.1.2],93,K05573,24
k127_7588467_1,,,256,K21573,110
k127_10080629_2,,,513,,
k127_9872341_4,K03694,clpA; ATP-dependent Clp protease ATP-binding subunit ClpA,519,,
k127_8730888_3,K02876,"RP-L15, MRPL15, rplO; large subunit ribosomal protein L15",144,,
k127_1774103_1,K06972,"PITRM1, PreP, CYM1; presequence protease [EC:3.4.24.-]",197,K01154,4
k127_11118536_1,K00812,aspB; aspartate aminotransferase [EC:2.6.1.1],407,,
k127_7900144_4,,,13,K04066,4
k127_3746964_1,K01873,"VARS, valS; valyl-tRNA synthetase [EC:6.1.1.9]",480,,
k127_4474103_1,K01812,uxaC; glucuronate isomerase [EC:5.3.1.12],496,,
k127_6238646_2,,,129,,
k127_1151692_1,,,27,K00525,3
k127_3954837_2,,,324,K21573,123
k127_632569_1,,,15,K11907,4
k127_6965573_1,K00426,cydB; cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7],23,,
k127_4474121_1,,,11,K13015,2
k127_7795960_2,K13378,nuoCD; NADH-quinone oxidoreductase subunit C/D [EC:7.1.1.2],126,K00333,96
k127_2397654_1,,,19,K01364,6
k127_8730934_1,,,30,K05524,16
k127_1670287_1,,,12,K00600,7
k127_3124174_1,K19268,"glmE, mutE, mamB; methylaspartate mutase epsilon subunit [EC:5.4.99.1]",365,,
k127_10287978_2,K03665,hflX; GTPase,319,,
k127_1151744_3,,,261,K03407,17
k127_6135175_2,,,103,K16649,10
k127_6135175_3,K03655,recG; ATP-dependent DNA helicase RecG [EC:5.6.2.4],420,,
k127_8523393_2,,,34,K00392,3
k127_1670315_1,K01262,pepP; Xaa-Pro aminopeptidase [EC:3.4.11.9],195,,
k127_11222354_2,,,16,K03043,4
k127_11222354_17,K03406,mcp; methyl-accepting chemotaxis protein,211,,
k127_9250026_1,,,18,K03529,2
k127_7484640_4,,,48,K03308,3
k127_10288017_1,,,46,K20276,16
k127_5408501_1,,,226,K18303,31
k127_1670364_1,,,23,K01364,5
k127_9769463_1,K03630,radC; DNA repair protein RadC,113,,
k127_8730974_20,K06925,tsaE; tRNA threonylcarbamoyladenosine biosynthesis protein TsaE,88,,
k127_3954932_2,,,9,K15738,6
k127_3954932_3,K03595,"era, ERAL1; GTPase",31,,
k127_3954932_6,,,11,K02843,4
k127_3954932_7,K11717,sufS; cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16],199,K01766,22
k127_3954932_8,,,11,K27885,2
k127_3954932_10,,,14,K10112,2
k127_3954932_11,K08678,"UXS1, uxs; UDP-glucuronate decarboxylase [EC:4.1.1.35]",375,,
k127_3954932_12,,,16,K03650,15
k127_3954932_13,,,21,K03977,15
k127_3954932_14,K07126,K07126; uncharacterized protein,154,,
k127_3954932_16,K07126,K07126; uncharacterized protein,70,,
k127_424557_1,,,13,K14194,2
k127_10599626_3,,,,,
k127_7796062_1,,,18,K03088,3
k127_6654288_1,K03929,pnbA; para-nitrobenzyl esterase [EC:3.1.1.-],184,K21018,25
k127_4162432_3,K00349,nqrD; Na+-transporting NADH:ubiquinone oxidoreductase subunit D [EC:7.2.1.1],56,,
k127_7381047_2,K03657,"uvrD, pcrA; ATP-dependent DNA helicase UvrD/PcrA [EC:5.6.2.4]",426,,
k127_7381047_4,,,10,K03322,2
k127_217497_2,,,17,K03293,4
k127_8212070_1,K12308,"bgaB, lacA; beta-galactosidase [EC:3.2.1.23]",101,,
k127_10807478_3,,,16,K11745,11
k127_3851055_4,,,14,K18195,13
k127_8731002_2,,,12,K26745,3
k127_8731002_5,,,27,K15255,17
k127_1670402_1,,,21,K01200,6
k127_5200787_1,K03072,secD; preprotein translocase subunit SecD,506,,
k127_5200787_2,K03074,secF; preprotein translocase subunit SecF,260,,
k127_5200787_3,K05803,nlpI; lipoprotein NlpI,19,,
k127_5200787_4,K04487,"iscS, NFS1; cysteine desulfurase [EC:2.8.1.7]",482,,
k127_5200787_5,,,14,K14062,6
k127_5096683_6,K14155,"patB, malY; cysteine-S-conjugate beta-lyase [EC:4.4.1.13]",106,,
k127_321032_1,,,12,K06941,2
k127_4370173_2,K03650,"mnmE, trmE, MSS1; tRNA modification GTPase [EC:3.6.-.-]",18,,
k127_5719578_1,,,22,K03043,2
k127_11325624_3,K06223,dam; DNA adenine methylase [EC:2.1.1.72],46,,
k127_10392290_1,,,14,K02040,8
k127_10392290_2,,,17,K06399,4
k127_6654343_1,K02851,"wecA, tagO, rfe; UDP-GlcNAc:undecaprenyl-phosphate/decaprenyl-phosphate GlcNAc-1-phosphate transferase [EC:2.7.8.33 2.7.8.35]",122,,
k127_1359221_2,,,,,
k127_8731060_1,,,17,K09897,4
k127_5823494_6,K07636,"phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]",127,K02484,26
k127_5615915_1,,,14,K01890,3
k127_7484751_2,,,20,K15665,2
k127_7484751_3,,,188,K17244,4
k127_6342970_1,,,28,K12687,2
k127_7796170_2,,,32,K01875,2
k127_4578166_1,K02945,"RP-S1, rpsA; small subunit ribosomal protein S1",418,,
k127_8523582_2,K03272,"gmhC, hldE, waaE, rfaE; D-beta-D-heptose 7-phosphate kinase / D-beta-D-heptose 1-phosphate adenosyltransferase [EC:2.7.1.167 2.7.7.70]",36,K21345,7
k127_5096760_2,,,13,K13599,4
k127_632788_3,K18682,rny; ribonucrease Y [EC:3.1.-.-],481,,
k127_3228538_2,K04077,"groEL, HSPD1, HSP60, CPN60; chaperonin GroEL [EC:5.6.1.7]",263,,
k127_8315457_2,,,15,K18301,4
k127_4058763_3,,,9,K01872,4
k127_3747239_2,,,9,K01873,4
k127_9976933_3,,,13,K03629,6
k127_2501899_2,K03426,"NUDT12_13, nudC; NAD+ diphosphatase [EC:3.6.1.22]",117,,
k127_2501899_3,,,13,K01447,4
k127_2501899_4,,,11,K01992,2
k127_6446822_1,,,29,K02032,1
k127_9665218_1,,,11,K00615,5
k127_10392385_1,,,20,K01825,4
k127_10392385_2,,,10,K07862,3
k127_1878168_3,,,207,K08983,4
k127_8523642_1,,,15,K24845,4
k127_8523653_3,,,15,K03555,4
k127_3332203_1,,,21,K02113,1
k127_5200940_2,K01153,"hsdR; type I restriction enzyme, R subunit [EC:3.1.21.3]",336,,
k127_10288211_1,,,102,K19693,5
k127_3020425_1,,,,,
k127_2190151_1,K07484,K07484; transposase,25,,
k127_3228596_3,K01187,malZ; alpha-glucosidase [EC:3.2.1.20],51,K21574,42
k127_3228596_4,K01270,pepD; dipeptidase D [EC:3.4.13.-],425,,
k127_11118888_10,K00748,lpxB; lipid-A-disaccharide synthase [EC:2.4.1.182],264,,
k127_4474420_1,,,10,K06979,2
k127_4993106_1,,,,,
k127_321119_5,K00370,"narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]",2544,,
k127_4370371_2,,,9,K07679,3
k127_6550283_1,,,67,K20846,8
k127_2916999_2,K03798,"ftsH, hflB; cell division protease FtsH [EC:3.4.24.-]",13,,
k127_10703642_1,,,11,K12516,3
k127_3435793_3,,,20,K19231,4
k127_10288280_1,K07001,K07001; NTE family protein,174,,
k127_5512657_3,,,20,K00059,1
k127_6031422_2,,,200,,
k127_11118951_1,,,,,
k127_9919_2,K03498,"trkH, trkG, ktrB, ktrD; trk/ktr system potassium uptake protein",335,,
k127_9250364_2,,,10,K00574,2
k127_7173650_2,,,13,K13481,2
k127_4266144_10,,,14,K00375,5
k127_9937_2,,,12,K03150,4
k127_9250377_1,,,8,K03630,3
k127_9250377_2,,,16,K09144,2
k127_8938767_1,,,14,K02826,2
k127_2709580_3,,,12,K03656,2
k127_2813184_2,K01176,"AMY, amyA, malS; alpha-amylase [EC:3.2.1.1]",131,,
k127_10392510_8,K05349,bglX; beta-glucosidase [EC:3.2.1.21],329,,
k127_10081128_1,K01224,"E3.2.1.89; arabinogalactan endo-1,4-beta-galactosidase [EC:3.2.1.89]",76,,
k127_10081128_2,,,13,K07100,2
k127_4578360_2,,,18,K20534,2
k127_2917092_1,,,35,K01868,3
k127_5616124_6,,,16,K03592,2
k127_10599930_1,,,20,K01190,3
k127_3435889_1,K01658,trpG; anthranilate synthase component II [EC:4.1.3.27],136,K01664,18
k127_6239140_1,K01869,"LARS, leuS; leucyl-tRNA synthetase [EC:6.1.1.4]",359,,
k127_9146301_3,,,11,K02027,2
k127_9146301_4,,,12,K19333,3
k127_2709630_1,,,9,K01879,3
k127_5719841_1,K01176,"AMY, amyA, malS; alpha-amylase [EC:3.2.1.1]",262,,
k127_5719841_2,,,15,K00104,6
k127_5719841_3,K15984,rsmJ; 16S rRNA (guanine1516-N2)-methyltransferase [EC:2.1.1.242],184,,
k127_5719841_4,K00014,aroE; shikimate dehydrogenase [EC:1.1.1.25],274,,
k127_5719841_5,K07566,"tsaC, rimN, SUA5, YRDC; L-threonylcarbamoyladenylate synthase [EC:2.7.7.87]",156,,
k127_5719841_6,K01588,purE; 5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18],141,,
k127_5719841_7,,,11,K02753,5
k127_5719841_8,,,63,K16137,2
k127_5719841_9,,,,,
k127_5719841_11,K01934,MTHFS; 5-formyltetrahydrofolate cyclo-ligase [EC:6.3.3.2],140,,
k127_5719841_12,K01807,rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6],265,,
k127_5719841_13,,,11,K11732,5
k127_5719841_14,K10914,"crp; CRP/FNR family transcriptional regulator, cyclic AMP receptor protein",351,,
k127_5719841_15,,,,,
k127_5719841_16,K07133,K07133; uncharacterized protein,28,,
k127_5719843_2,,,33,K07636,7
k127_10184980_1,,,17,K01130,3
k127_5201157_2,,,12,K03827,1
k127_8731439_1,K01190,lacZ; beta-galactosidase [EC:3.2.1.23],139,,
k127_9562182_2,K03437,"spoU; RNA methyltransferase, TrmH family",174,,
k127_8108795_2,,,8,K00335,6
k127_2813281_6,,,14,K00040,3
k127_1567441_2,,,13,K06983,3
k127_4266279_2,,,5,K07258,3
k127_6031557_2,K03046,rpoC; DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6],1498,,
k127_7381460_2,,,10,K26061,4
k127_6862703_1,K00265,gltB; glutamate synthase (NADPH) large chain [EC:1.4.1.13],474,K00284,52
k127_3020689_1,,,17,K05847,2
k127_2294100_1,K03568,tldD; TldD protein,380,,
k127_10911343_4,,,15,K03787,4
k127_4266326_1,K01679,"E4.2.1.2B, fumC, FH; fumarate hydratase, class II [EC:4.2.1.2]",526,,
k127_3955362_1,,,32,K25031,2
k127_7070052_8,,,11,K00600,2
k127_11222763_1,,,24,K03577,5
k127_8835256_2,K00059,"fabG, OAR1; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]",266,,
k127_4890033_6,K01941,uca; urea carboxylase [EC:6.3.4.6],1187,,
k127_8004870_2,,,9,K03695,4
k127_5928089_1,,,141,,
k127_6343357_3,,,21,K03076,6
k127_10081294_1,K07478,ycaJ; putative ATPase,280,,
k127_8731561_2,K03654,recQ; ATP-dependent DNA helicase RecQ [EC:5.6.2.4],276,,
k127_7692821_1,K01537,ATP2C; P-type Ca2+ transporter type 2C [EC:7.2.2.10],108,,
k127_8731562_1,K00059,"fabG, OAR1; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]",278,,
k127_321334_5,,,13,K08303,2
k127_321334_6,,,9,K16089,5
k127_3955401_3,K01153,"hsdR; type I restriction enzyme, R subunit [EC:3.1.21.3]",701,,
k127_6343375_2,K06919,K06919; putative DNA primase/helicase,152,,
k127_3851551_1,,,11,K00548,3
k127_6966164_1,,,31,K15125,5
k127_3124730_1,,,28,K12573,4
k127_1567581_2,K01755,"argH, ASL; argininosuccinate lyase [EC:4.3.2.1]",480,,
k127_1982546_2,K01880,"GARS, glyS1; glycyl-tRNA synthetase [EC:6.1.1.14]",175,,
k127_2813392_1,K00265,gltB; glutamate synthase (NADPH) large chain [EC:1.4.1.13],591,K00284,70
k127_736298_2,,,26,K22110,4
k127_5201288_1,,,13,K00782,2
k127_4474715_2,,,24,K14645,6
k127_5719984_1,K00239,"sdhA, frdA; succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]",299,,
k127_9458406_5,,,153,,
k127_8523923_18,,,11,K00265,7
k127_5408979_3,,,14,K04338,3
k127_5408979_7,,,15,K02667,3
k127_5408979_8,,,116,K26914,10
k127_10185178_1,,,13,K06957,2
k127_10185178_2,K26937,"dinF, mepA, vmrA; MATE family, multidrug efflux pump",127,K26939,23
k127_4993423_2,K00928,lysC; aspartate kinase [EC:2.7.2.4],120,,
k127_10911442_1,,,15,K01046,2
k127_3332619_9,,,14,K01138,3
k127_4890117_5,K01338,lon; ATP-dependent Lon protease [EC:3.4.21.53],670,,
k127_4890117_11,,,28,K06911,2
k127_1878533_1,K06041,"kdsD, kpsF; arabinose-5-phosphate isomerase [EC:5.3.1.13]",166,,
k127_10600136_3,,,11,K01546,3
k127_10206_1,K01278,"DPP4, CD26; dipeptidyl-peptidase 4 [EC:3.4.14.5]",74,K18574,15
k127_10206_4,,,14,K01784,8
k127_6550622_1,K02238,comEC; competence protein ComEC,157,,
k127_9873052_1,,,17,K00151,3
k127_8627916_3,K14062,ompN; outer membrane protein N,10,K11929,9
k127_8627916_4,K04759,feoB; ferrous iron transport protein B,199,,
k127_6239434_1,,,20,K19231,6
k127_2294242_2,K03043,rpoB; DNA-directed RNA polymerase subunit beta [EC:2.7.7.6],783,,
k127_8315933_4,,,12,K01889,10
k127_5720037_1,,,22,K03561,1
k127_3020844_2,K01512,acyP; acylphosphatase [EC:3.6.1.7],54,,
k127_1359708_3,,,12,K11733,3
k127_1359708_4,,,10,K03296,2
k127_5305130_5,K00351,nqrF; Na+-transporting NADH:ubiquinone oxidoreductase subunit F [EC:7.2.1.1],195,,
k127_6966272_1,K01439,dapE; succinyl-diaminopimelate desuccinylase [EC:3.5.1.18],324,,
k127_3229034_1,,,181,,
k127_6447318_2,,,158,,
k127_840810_12,K01872,"AARS, alaS; alanyl-tRNA synthetase [EC:6.1.1.7]",520,,
k127_11222936_2,K02014,TC.FEV.OM; iron complex outermembrane recepter protein,47,,
k127_1152427_2,,,8,K02337,3
k127_8731721_1,K11085,"msbA; ATP-binding cassette, subfamily B, bacterial MsbA [EC:7.5.2.6]",109,K18887,16
k127_4890202_10,K09698,gltX; nondiscriminating glutamyl-tRNA synthetase [EC:6.1.1.24],430,K01885,47
k127_11222952_2,,,19,K05523,2
k127_6239485_1,K01951,"guaA, GMPS; GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]",479,,
k127_529171_2,,,10,K05358,5
k127_1982687_1,,,11,K11900,4
k127_9977471_1,K01270,pepD; dipeptidase D [EC:3.4.13.-],339,,
k127_6654904_4,,,11,K03088,4
k127_6862989_3,,,11,K02434,5
k127_6654913_3,K00757,"udp, UPP; uridine phosphorylase [EC:2.4.2.3]",176,K26212,29
k127_3124898_1,,,21,K21449,3
k127_3124898_2,,,14,K02227,2
k127_3124898_5,K03797,"E3.4.21.102, prc, ctpA; carboxyl-terminal processing protease [EC:3.4.21.102]",293,,
k127_3124898_6,,,,,
k127_3124898_7,,,34,K08659,7
k127_2917473_1,,,337,K21573,120
k127_8524094_3,,,13,K03088,4
k127_4682249_1,K18197,yesW; rhamnogalacturonan endolyase [EC:4.2.2.23],22,,
k127_4682249_2,,,123,,
k127_2190655_2,K01179,E3.2.1.4; endoglucanase [EC:3.2.1.4],13,,
k127_321538_1,,,23,K01183,4
k127_9873155_1,,,257,K07317,9
k127_944537_1,K03737,"por, nifJ; pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]",379,,
k127_4682262_1,,,114,,
k127_9977543_2,,,11,K03169,3
k127_4266634_1,K19353,eptC; heptose-I-phosphate ethanolaminephosphotransferase [EC:2.7.8.-],22,,
k127_7901125_2,K18904,"nodT, ameC; outer membrane protein, multidrug efflux system",43,K18139,41
k127_7901125_3,K01992,ABC-2.P; ABC-2 type transport system permease protein,288,,
k127_6343627_2,K01297,ldcA; muramoyltetrapeptide carboxypeptidase [EC:3.4.17.13],165,,
k127_4059392_1,,,12,K00764,3
k127_10704080_43,,,42,K05876,6
k127_4578757_4,,,,,
k127_4578757_6,K01624,"FBA, fbaA; fructose-bisphosphate aldolase, class II [EC:4.1.2.13]",374,,
k127_4578757_7,K07001,K07001; NTE family protein,204,,
k127_1359846_1,K03495,"gidA, mnmG, MTO1; tRNA uridine 5-carboxymethylaminomethyl modification enzyme",713,,
k127_4163158_1,,,27,K03529,3
k127_7278156_4,,,10,K03584,2
k127_1982779_2,K00971,"manC, cpsB; mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]",218,,
k127_6550814_2,K05970,SIAE; sialate O-acetylesterase [EC:3.1.1.53],36,,
k127_4890324_1,,,9,K03333,4
k127_3644255_1,K01966,"PCCB, pccB; propionyl-CoA carboxylase beta subunit [EC:6.4.1.3 2.1.3.15]",138,K27094,73
k127_3644255_5,K01284,dcp; peptidyl-dipeptidase Dcp [EC:3.4.15.5],518,,
k127_3644255_6,K07133,K07133; uncharacterized protein,207,,
k127_10393004_2,,,8,K06872,2
k127_8316117_1,,,21,K12342,2
k127_7796870_1,K03654,recQ; ATP-dependent DNA helicase RecQ [EC:5.6.2.4],293,,
k127_7796870_2,K03544,"clpX, CLPX; ATP-dependent Clp protease ATP-binding subunit ClpX",109,,
k127_7381791_2,,,22,K10109,3
k127_11326326_1,,,18,K08300,3
k127_218366_1,K01870,"IARS, ileS; isoleucyl-tRNA synthetase [EC:6.1.1.5]",1208,,
k127_218366_2,K03101,lspA; signal peptidase II [EC:3.4.23.36],110,,
k127_9354454_2,,,181,K02654,4
k127_9354454_3,,,33,K23997,3
k127_5201554_2,K03204,"virB9, lvhB9; type IV secretion system protein VirB9",20,,
k127_1878738_2,,,28,K00703,2
k127_1152591_5,K04066,priA; primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:5.6.2.4],518,,
k127_8212895_3,K00088,"IMPDH, guaB; IMP dehydrogenase [EC:1.1.1.205]",514,,
k127_11223141_1,,,24,K03830,2
k127_10081619_1,K01284,dcp; peptidyl-dipeptidase Dcp [EC:3.4.15.5],348,,
k127_10081619_2,,,40,K19005,3
k127_1878753_2,,,14,K12410,2
k127_736589_1,,,22,K20487,2
k127_2605501_1,,,26,K02950,2
k127_2605501_2,,,32,K02010,2
k127_4266751_1,K18218,tet35; tetracycline resistance efflux pump,330,,
k127_6031992_1,,,10,K10563,1
k127_6031992_2,,,9,K00957,4
k127_9770263_1,,,14,K03406,2
k127_7381861_3,,,27,K03546,4
k127_5513217_1,,,12,K26604,9
k127_10081652_1,,,87,,
k127_425381_1,,,19,K27086,2
k127_2502645_1,,,14,K25986,6
k127_3021185_1,,,55,K07263,46
k127_8316256_1,,,14,K02519,6
k127_9666034_2,,,56,K05592,2
k127_9666034_3,,,21,K06949,2
k127_7278321_2,K00721,DPM1; dolichol-phosphate mannosyltransferase [EC:2.4.1.83],187,K03820,21
k127_3125120_1,,,13,K01897,3
k127_8109332_2,,,129,K13482,61
k127_5824233_2,,,32,K02001,6
k127_10185618_2,,,18,K02034,3
k127_10185618_4,,,23,K00332,2
k127_10185618_11,K09808,lolC_E_F; lipoprotein-releasing system permease protein,12,,
k127_10185622_1,,,169,,
