KO,EC,RXN
K01692,,"R03026  (S)-3-hydroxybutanoyl-CoA hydro-lyase;R03045  3-hydroxypropionyl-CoA hydro-lyase;R04137  3-hydroxyisovaleryl-CoA hydro-lyase;R04170  (S)-3-hydroxydodecanoyl-CoA hydro-lyase;R04204  (2S,3S)-3-hydroxy-2-methylbutanoyl-CoA hydro-liase;R04224  (S)-3-hydroxyisobutyryl-CoA hydro-lyase;R04738  (S)-3-hydroxyhexadecanoyl-CoA hydro-lyase;R04740  (S)-3-hydroxytetradecanoyl-CoA hydro-lyase;R04744  (S)-hydroxydecanoyl-CoA hydro-lyase;R04746  (S)-hydroxyoctanoyl-CoA hydro-lyase;R04749  (S)-hydroxyhexanoyl-CoA hydro-lyase;R05595;R06411  3-hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA hydro-lyase;R06412  trans-2-methyl-5-isopropylhexa-2,5-dienoyl-CoA hydro-lyase;R06942  (3S)-3-hydroxyacyl-CoA hydro-lyase;R08093  3-hydroxy-5-methylhex-4-enoyl-CoA hydro-lyase"
K01695,,"R00674  L-serine hydro-lyase (adding indole; L-tryptophan-forming);R02340  (1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate D-glyceraldehyde-3-phosphate-lyase;R02722  L-serine hydro-lyase [adding 1-C-(indol-3-yl)glycerol 3-phosphate; L-tryptophan and glyceraldehyde-3-phosphate-forming]"
K01696,,"R00674  L-serine hydro-lyase (adding indole; L-tryptophan-forming);R02340  (1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate D-glyceraldehyde-3-phosphate-lyase;R02722  L-serine hydro-lyase [adding 1-C-(indol-3-yl)glycerol 3-phosphate; L-tryptophan and glyceraldehyde-3-phosphate-forming]"
K01697,,"R00891  L-serine hydro-lyase (adding hydrogen sulfide, L-cysteine-forming);R01290  L-serine hydro-lyase (adding homocysteine; L-cystathionine-forming);R04942  L-serine hydro-lyase (adding homocysteine)"
K01698,,R00036  5-aminolevulinate hydro-lyase (adding 5-aminolevulinate and cyclizing; porphobilinogen-forming)
K01699,,"R02376  propane-1,2-diol hydro-lyase"
K01703,,"R03896  (R)-2-methylmalate hydro-lyase (2-methylmaleate-forming);R03898  2-methylmaleate hydratase;R03968  2-isopropylmalate hydro-lyase;R04001  3-isopropylmalate hydro-lyase;R08620  2-(2'-methylthio)ethylmalate hydroxymutase;R08624  2-(3'-methylthio)propylmalate hydroxymutase;R08628  2-(3'-methylthio)butylmalate hydroxymutase;R08634  2-(3'-methylthio)pentylmalate hydroxymutase;R08641  2-(3'-methylthio)hexylmalate hydroxymutase;R08645  2-(3'-methylthio)heptylmalate hydroxymutase;R10170  (2R,3S)-3-isopropylmalate hydro-lyase (2-isopropylmaleate-forming)"
K01704,,"R03896  (R)-2-methylmalate hydro-lyase (2-methylmaleate-forming);R03898  2-methylmaleate hydratase;R03968  2-isopropylmalate hydro-lyase;R04001  3-isopropylmalate hydro-lyase;R10170  (2R,3S)-3-isopropylmalate hydro-lyase (2-isopropylmaleate-forming)"
K01708,,R05608  galactarate hydro-lyase (5-dehydro-4-deoxy-D-glucarate-forming)
K01709,,"R02426  CDPglucose 4,6-hydro-lyase"
K01710,,"R06513  dTDPglucose 4,6-hydro-lyase"
K01711,,"R00888  GDP-alpha-D-mannose 4,6-hydro-lyase (GDP-4-dehydro-alpha-D-rhamnose-forming)"
K01712,,"R02914  4,5-dihydro-4-oxo-5-imidazolepropanoate hydro-lyase"
K01713,,R00691  L-arogenate hydro-lyase (decarboxylating; L-phenylalanine-forming);R01373  prephenate hydro-lyase (decarboxylating; phenylpyruvate-forming)
K01714,,"R10147  L-aspartate-4-semialdehyde hydro-lyase [adding pyruvate and cyclizing; (2S,4S)-4-hydroxy-2,3,4,5-tetrahydrodipicolinate-forming]"
K01715,,R03026  (S)-3-hydroxybutanoyl-CoA hydro-lyase
K01716,,R04428  (3R)-3-hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase;R04535  (3R)-3-hydroxydecanoyl-[acyl-carrier-protein] hydro-lyase;R04537  (3R)-3-hydroxyoctanoyl-[acyl-carrier-protein] hydro-lyase;R04544  (3R)-3-hydroxypalmitoyl-[acyl-carrier-protein] hydro-lyase;R04568  (3R)-3-hydroxytetradecanoyl-[acyl-carrier-protein] hydro-lyase;R04954  (3R)-3-hydroxyhexanoyl-[acyl-carrier-protein] hydro-lyase;R04965  (3R)-3-hydroxydodecanoyl-[acyl-carrier-protein] hydro-lyase;R07639  decenoyl-[acyl-carrier-protein] Delta2-trans-Delta3-cis-isomerase;R10208  (3R)-3-hydroxyacyl-[acyl-carrier protein] hydro-lyase (trans-2-enoyl-[acyl-carrier protein]-forming)
K01719,,R03165  hydroxymethylbilane hydro-lyase(cyclizing)
K01720,,"R04424  (2S,3S)-2-hydroxybutane-1,2,3-tricarboxylate hydro-lyase [(Z)-but-2-ene-1,2,3-tricarboxylate-forming]"
K01725,,R03546  carbamate hydro-lyase;R10079  carbamate hydro-lyase
K01728,,R02361  (1->4)-alpha-D-galacturonan reducing-end-disaccharide-lyase;R06240
K01733,,R01466  O-phospho-L-homoserine phosphate-lyase (adding water;L-threonine-forming);R05086  O-phospho-4-hydroxy-L-threonine phospho-lyase (adding water)
K01734,,R01016  glycerone-phosphate phosphate-lyase (methylglyoxal-forming)
K01735,,R03083  2-dehydro-3-deoxy-D-arabino-heptonate 7-phosphate phosphate-lyase (cyclyzing)
K01736,,R01714  5-O-(1-carboxyvinyl)-3-phosphoshikimate phosphate-lyase (chorismate-forming)
K01737,,"R04286  2-amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl) dihydropteridine triphosphate lyase;R09959  7,8-dihydroneopterin 3'-triphosphate acetaldehyde-lyase (6-carboxy-5,6,7,8-tetrahydropterin and triphosphate-forming)"
K01738,,"R00897  O3-acetyl-L-serine:hydrogen-sulfide 2-amino-2-carboxyethyltransferase;R03601  O3-acetyl-L-serine acetate-lyase (adding hydrogen sulfide);R04859  O3-acetyl-L-serine:thiosulfate 2-amino-2-carboxyethyltransferase (reducing, L-cysteine-forming);R07274  O-phospho-L-serine:hydrogen-sulfide 2-amino-2-carboxyethyltransferase"
K01739,,R00999  O-succinyl-L-homoserine succinate-lyase (deaminating; 2-oxobutanoate-forming);R01288  O4-succinyl-L-homoserine:hydrogen sulfide S-(3-amino-3-carboxypropyl)transferase;R02026  O-acetyl-L-homoserine acetate-lyase (L-homocysteine forming);R02508;R03217  O-acetyl-L-homoserine succinate-lyase (adding cysteine);R03260  O-succinyl-L-homoserine succinate-lyase (adding cysteine);R04944  O-phosphorylhomoserine:selenocysteine Se-(3-amino-3-carboxypropyl)transferase;R04945  O-acetylhomoserine succinate-lyase (adding cysteine);R04946  O4-succinyl-L-homoserine:L-selenocysteine Se-(3-amino-3-carboxypropyl)transferase
K01740,,"R00651  O-acetyl-L-homoserine:methanethiol 3-amino-3-carboxypropyltransferase;R01287  O-acetyl-L-homoserine:hydrogen sulfide S-(3-amino-3-carboxypropyl)transferase;R02026  O-acetyl-L-homoserine acetate-lyase (L-homocysteine forming);R04859  O3-acetyl-L-serine:thiosulfate 2-amino-2-carboxyethyltransferase (reducing, L-cysteine-forming)"
K01744,,R00490  L-aspartate ammonia-lyase (fumarate-forming)
K01745,,R01168  L-histidine ammonia-lyase (urocanate-forming)
K01749,,R00084  porphobilinogen:(4-[2-carboxyethyl]-3-[carboxymethyl]pyrrol-2-yl)methyltransferase (hydrolysing)
K01750,,R00671  L-ornithine ammonia-lyase (cyclizing; L-proline-forming)
K01751,,
K01752,,R00220  L-serine ammonia-lyase;R00590  L-serine hydro-lyase
K01754,,R00220  L-serine ammonia-lyase;R00996  L-threonine ammonia-lyase (2-oxobutanoate-forming)
K01755,,R01086  2-(Nomega-L-arginino)succinate arginine-lyase (fumarate-forming)
K01756,,"R01083  N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming);R04559  1-(5'-phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole AMP-lyase;R12851  adenylosuccinate lyase"
K01758,,R00782  L-cysteine hydrogen-sulfide-lyase (deaminating; pyruvate-forming);R01001  L-cystathionine cysteine-lyase (deaminating; 2-oxobutanoate-forming);R02408  L-cystine thiocysteine-lyase (deaminating; pyruvate-forming);R04770  selenomethionine methanethiol-lyase (deaminating);R04930  selenocystathionine lysteine-lyase (deaminating);R09366  Se-methyl-L-selenocysteine methaneselenol-lyase (deaminating; pyruvate-forming)
K01759,,R02530  (R)-S-lactoylglutathione methylglyoxal-lyase (isomerizing)
K01760,,R00782  L-cysteine hydrogen-sulfide-lyase (deaminating; pyruvate-forming);R01286  L-cystathionine L-homocysteine-lyase (deaminating; pyruvate-forming);R02408  L-cystine thiocysteine-lyase (deaminating; pyruvate-forming);R04941  selenocystathionine L-homocysteine-lyase (deaminating);R12188  L-cysteine-S-conjugate thiol-lyase (deaminating; 2-aminoprop-2-enoate-forming)
K01761,,R00654  L-methionine methanethiol-lyase (deaminating;2-oxobutanoate-forming);R04770  selenomethionine methanethiol-lyase (deaminating)
K01766,,
K01768,,"R00089  ATP diphosphate-lyase (cyclizing; 3',5'-cyclic-AMP-forming);R00434  GTP diphosphate-lyase (cyclizing; 3',5'-cyclic-GMP-forming)"
K01770,,R05637  2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol CMP-lyase (cyclizing)
K01771,,R03332  1-phosphatidyl-D-myo-inositol inositolphosphohydrolase
K01775,,R00401  alanine racemase
K01776,,R00260  glutamate racemase
K01777,,R01255  proline racemase
K01778,,"R02735  LL-2,6-diaminoheptanedioate 2-epimerase"
K01782,,"R01975  (S)-3-hydroxybutanoyl-CoA:NAD+ oxidoreductase;R03026  (S)-3-hydroxybutanoyl-CoA hydro-lyase;R03045  3-hydroxypropionyl-CoA hydro-lyase;R03276  (S)-3-hydroxybutanoyl-CoA 3-epimerase;R04137  3-hydroxyisovaleryl-CoA hydro-lyase;R04170  (S)-3-hydroxydodecanoyl-CoA hydro-lyase;R04203  (2S,3S)-3-hydroxy-2-methylbutanoyl-CoA:NAD+ oxidoreductase;R04204  (2S,3S)-3-hydroxy-2-methylbutanoyl-CoA hydro-liase;R04224  (S)-3-hydroxyisobutyryl-CoA hydro-lyase;R04737  (S)-3-hydroxyhexadecanoyl-CoA:NAD+ oxidoreductase;R04738  (S)-3-hydroxyhexadecanoyl-CoA hydro-lyase;R04739  (S)-3-hydroxytetradecanoyl-CoA:NAD+ oxidoreductase;R04740  (S)-3-hydroxytetradecanoyl-CoA hydro-lyase;R04741  (S)-3-hydroxydodecanoyl-CoA:NAD+ oxidoreductase;R04744  (S)-hydroxydecanoyl-CoA hydro-lyase;R04745  (S)-hydroxyoctanoyl-CoA:NAD+ oxidoreductase;R04746  (S)-hydroxyoctanoyl-CoA hydro-lyase;R04748  (S)-hydroxyhexanoyl-CoA:NAD+ oxidoreductase;R04749  (S)-hydroxyhexanoyl-CoA hydro-lyase;R05305  3-hydroxypimeloyl-CoA:NAD+ oxidoreductase;R06411  3-hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA hydro-lyase;R06412  trans-2-methyl-5-isopropylhexa-2,5-dienoyl-CoA hydro-lyase;R06941  (S)-3-hydroxyacyl-CoA:NAD+ oxidoreductase;R06942  (3S)-3-hydroxyacyl-CoA hydro-lyase;R08093  3-hydroxy-5-methylhex-4-enoyl-CoA hydro-lyase;R08094  3-hydroxy-5-methylhex-4-enoyl-CoA:NAD+ oxidoreductase"
K01783,,R01529  D-ribulose-5-phosphate 3-epimerase
K01784,,R00291  UDP-glucose 4-epimerase;R02984  dTDPglucose 4-epimerase
K01785,,R01602  D-glucose 1-epimerase;R10619  D-galactose 1-epimerase
K01787,,R01207  N-acetyl-D-glucosamine 2-epimerase
K01788,,R02087  N-acetyl-D-glucosamine 6-phosphate 2-epimerase
K01790,,"R06514  dTDP-4-dehydro-6-deoxy-alpha-D-glucose 3,5-epimerase"
K01791,,R00420  UDP-N-acetyl-D-glucosamine 2-epimerase
K01796,,"R08734  3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oyl-CoA 25-epimerase;R08739  3alpha,7alpha-dihydroxy-5beta-cholestanoyl-CoA 25-epimerase;R13462  2-methylacyl-CoA 2-epimerase"
K01798,,"R00401  alanine racemase;R04573  UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysine:alanyl-D-alanine ligase (ADP-forming);R04617  UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminoheptanedioate:D-alanyl-D-alanine ligase (ADP-forming)"
K01802,,
K01803,,R01015  D-glyceraldehyde-3-phosphate aldose-ketose-isomerase
K01804,,R01761  L-arabinose aldose-ketose-isomerase;R12991  beta-L-arabinopyranose aldose-ketose-isomerase;R13545
K01805,,R00307  alpha-D-glucose aldose-ketose-isomerase;R00878  alpha-D-glucose aldose-ketose-isomerase;R01432  D-xylose aldose-ketose-isomerase;R12986  alpha-D-xylopyranose aldose-ketose-isomerase
K01807,,R01056  D-ribose-5-phosphate aldose-ketose-isomerase
K01808,,R01056  D-ribose-5-phosphate aldose-ketose-isomerase;R09030  D-allose-6-phosphate aldose-ketose-isomerase
K01809,,R00772  D-mannose-6-phosphate aldose-ketose-isomerase;R01819  D-mannose-6-phosphate aldose-ketose-isomerase
K01810,,R00771  D-glucose-6-phosphate aldose-ketose-isomerase;R02739  alpha-D-glucose 6-phosphate ketol-isomerase;R02740  alpha-D-glucose 6-phosphate ketol-isomerase;R03321  beta-D-glucose 6-phosphate ketol-isomerase;R13199  alpha-D-glucose-6-phosphate aldose-ketose-isomerase
K01811,,
K01812,,R01482  D-glucuronate aldose-ketose-isomerase;R01983  D-galacturonate aldose-ketose-isomerase
K01813,,R02437  L-rhamnose ketol-isomerase
K01814,,R04640  N-(5'-phospho-D-ribosylformimino)-5-amino-1- (5''-phospho-D-ribosyl)-4-imidazolecarboxamide ketol-isomerase
K01815,,R04383  5-dehydro-4-deoxy-D-glucuronate ketol-isomerase
K01817,,R03509  N-(5-phospho-beta-D-ribosyl)anthranilate ketol-isomerase
K01818,,R01577  D-arabinose aldose-ketose-isomerase;R03163  L-fucose aldose-ketose-isomerase
K01819,,R03240  D-galactose 6-phosphate ketol-isomerase
K01823,,R01123  isopentenyl-diphosphate Delta3-Delta2-isomerase
K01825,,"R01975  (S)-3-hydroxybutanoyl-CoA:NAD+ oxidoreductase;R03026  (S)-3-hydroxybutanoyl-CoA hydro-lyase;R03045  3-hydroxypropionyl-CoA hydro-lyase;R03276  (S)-3-hydroxybutanoyl-CoA 3-epimerase;R04137  3-hydroxyisovaleryl-CoA hydro-lyase;R04170  (S)-3-hydroxydodecanoyl-CoA hydro-lyase;R04203  (2S,3S)-3-hydroxy-2-methylbutanoyl-CoA:NAD+ oxidoreductase;R04204  (2S,3S)-3-hydroxy-2-methylbutanoyl-CoA hydro-liase;R04224  (S)-3-hydroxyisobutyryl-CoA hydro-lyase;R04737  (S)-3-hydroxyhexadecanoyl-CoA:NAD+ oxidoreductase;R04738  (S)-3-hydroxyhexadecanoyl-CoA hydro-lyase;R04739  (S)-3-hydroxytetradecanoyl-CoA:NAD+ oxidoreductase;R04740  (S)-3-hydroxytetradecanoyl-CoA hydro-lyase;R04741  (S)-3-hydroxydodecanoyl-CoA:NAD+ oxidoreductase;R04744  (S)-hydroxydecanoyl-CoA hydro-lyase;R04745  (S)-hydroxyoctanoyl-CoA:NAD+ oxidoreductase;R04746  (S)-hydroxyoctanoyl-CoA hydro-lyase;R04748  (S)-hydroxyhexanoyl-CoA:NAD+ oxidoreductase;R04749  (S)-hydroxyhexanoyl-CoA hydro-lyase;R04756  cis,cis-3,6-dodecadienoyl-CoA delta3-cis-delta2-trans-isomerase;R05305  3-hydroxypimeloyl-CoA:NAD+ oxidoreductase;R06411  3-hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA hydro-lyase;R06412  trans-2-methyl-5-isopropylhexa-2,5-dienoyl-CoA hydro-lyase;R06941  (S)-3-hydroxyacyl-CoA:NAD+ oxidoreductase;R06942  (3S)-3-hydroxyacyl-CoA hydro-lyase;R08093  3-hydroxy-5-methylhex-4-enoyl-CoA hydro-lyase;R08094  3-hydroxy-5-methylhex-4-enoyl-CoA:NAD+ oxidoreductase"
K01834,,"R01518  D-phosphoglycerate 2,3-phosphomutase"
K01835,,"R00959  alpha-D-glucose 1-phosphate 1,6-phosphomutase;R01057  D-ribose 1,5-phosphomutase;R08639  alpha-D-glucose 1,6-phosphomutase"
K01838,,"R02728  beta-D-glucose 1-phosphate 1,6-phosphomutase;R11310  beta-D-glucose 1,6-phosphomutase"
K01839,,"R01057  D-ribose 1,5-phosphomutase;R02749  2-deoxy-D-ribose 1-phosphate 1,5-phosphomutase"
K01840,,"R01818  D-mannose 6-phosphate 1,6-phosphomutase"
K01841,,"R00661  phosphoenolpyruvate 2,3-phosphonomutase"
K01843,,"R00461  L-lysine 2,3-aminomutase"
K01844,,"R02852  D-2,6-diaminohexanoic acid 5,6-aminomutase;R03275  (3S)-3,6-diaminohexanoate 5,6-aminomutase"
K01845,,"R02272  (S)-4-amino-5-oxopentanoate 4,5-aminomutase"
K01847,,R00833  (R)-methylmalonyl-CoA CoA-carbonylmutase
K01848,,R00833  (R)-methylmalonyl-CoA CoA-carbonylmutase
K01854,,R00505  UDP-alpha-D-galactopyranose furanomutase;R09009  UDP-L-arabinopyranose furanomutase
K01856,,"R05300  4-methylmuconolactone lyase (decyclizing);R05390;R06989  2,5-dihydro-5-oxofuran-2-acetate lyase (decyclizing);R08116  4-fluoromuconolactone lyase (decyclizing);R09229  muconate cycloisomerase"
K01857,,"R03307  2-carboxy-2,5-dihydro-5-oxofuran-2-acetate lyase (decyclizing)"
K01858,,R07324  1D-myo-inositol-3-phosphate lyase (isomerizing)
K01866,,R02918  L-tyrosine:tRNA(Tyr) ligase (AMP-forming)
K01867,,R03664  L-tryptophan -tRNA(Trp) ligase (AMP-forming)
K01868,,R03663  L-threonine:tRNA(Thr) ligase (AMP-forming)
K01869,,R03657  L-leucine:tRNA(Leu) ligase (AMP-forming)
K01870,,R03656  L-isoleucine:tRNA(Ile) ligase (AMP-forming)
K01872,,R03038  L-alanine:tRNA(Ala) ligase (AMP-forming)
K01873,,R03665  L-valine:tRNAVal ligase (AMP-forming)
K01874,,R03659  L-methionine:tRNAMet ligase (AMP-forming);R04773  selenomethionine:tRNAMet ligase (AMP-forming)
K01875,,R03662  L-serine:tRNA(Ser) ligase (AMP-forming);R08218  L-serine:tRNASec ligase (AMP-forming)
K01876,,R05577  L-aspartate:tRNA(Asp) ligase (AMP-forming)
K01878,,R03654  glycine:tRNA(Gly) ligase (AMP-forming)
K01879,,R03654  glycine:tRNA(Gly) ligase (AMP-forming)
K01880,,R03654  glycine:tRNA(Gly) ligase (AMP-forming)
K01881,,R03661  L-proline:tRNA(Pro) ligase (AMP-forming)
K01883,,R03650  L-cysteine:tRNA(Cys) ligase (AMP-forming)
K01884,,R03650  L-cysteine:tRNA(Cys) ligase (AMP-forming)
K01885,,R05578  L-glutamate:tRNA(Glu) ligase (AMP-forming)
K01886,,R03652  L-glutamine:tRNA(Gln) ligase (AMP-forming)
K01887,,R03646  L-arginine:tRNA(Arg) ligase (AMP-forming)
K01889,,R03660  L-phenylalanine:tRNA(Ala) ligase (AMP-forming)
K01890,,R03660  L-phenylalanine:tRNA(Ala) ligase (AMP-forming)
K01892,,R03655  L-histidine:tRNA(His) ligase (AMP-forming)
K01893,,R03648  L-asparagine:tRNA(Asn) ligase (AMP-forming)
K01894,,
K01895,,R00235  acetate:CoA ligase (AMP-forming);R00236  acetyl adenylate:CoA acetyltransferase;R00316  ATP:acetate adenylyltransferase;R00925  propanoate:CoA ligase (AMP-forming);R00926  propionyladenylate:CoA propionyltransferase;R01354  ATP:propanoate adenylyltransferase
K01897,,R00390  long-chain-fatty-acid:CoA ligase (AMP-forming);R01280  palmitate:CoA ligase (AMP-forming)
K01902,,R00405  succinate:CoA ligase (ADP-forming);R02404  itaconate:CoA ligase (ADP-forming)
K01903,,R00405  succinate:CoA ligase (ADP-forming);R02404  itaconate:CoA ligase (ADP-forming)
K01906,,R03209  6-carboxyhyxanoate:CoA ligase (AMP-forming)
K01907,,R01357  acetoacetate:CoA ligase (AMP-forming)
K01908,,R00925  propanoate:CoA ligase (AMP-forming);R00926  propionyladenylate:CoA propionyltransferase;R01354  ATP:propanoate adenylyltransferase
K01910,,R04449  acetate:holo-[citrate-(pro-3S)-lyase] ligase (AMP-forming)
K01911,,R04030  O-succinylbenzoate:CoA ligase (AMP-forming)
K01912,,R02539  phenylacetate:CoA ligase
K01914,,R00483  L-aspartate:ammonia ligase (AMP-forming)
K01915,,R00253  L-glutamate:ammonia ligase (ADP-forming)
K01916,,R00189  deamido-NAD+:ammonia ligase (AMP-forming)
K01918,,R02473  (R)-pantoate:beta-alanine ligase (AMP-forming)
K01919,,R00894  L-glutamate:L-cysteine gamma-ligase (ADP-forming);R10993  L-glutamate:2-aminobutanoate gamma-ligase (ADP-forming)
K01920,,R00497  gamma-L-glutamyl-L-cysteine:glycine ligase (ADP-forming);R10994  gamma-L-glutamyl-L-2-aminobutyrate:glycine ligase (ADP-forming)
K01921,,R01150  D-alanine:D-alanine ligase (ADP-forming)
K01923,,R04591  1-(5-phosphoribosyl)-5-amino-4-carboxyimidazole:L-aspartate ligase (ADP-forming)
K01924,,R03193  UDP-N-acetylmuramate:L-alanine ligase (ADP-forming)
K01925,,R02783  UDP-N-acetylmuramoyl-L-alanine:D-glutamate ligase (ADP-forming)
K01926,,
K01928,,"R02788  UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:(L)-meso-2,6-diaminoheptanedioate gamma-ligase (ADP-forming)"
K01929,,"R04573  UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysine:alanyl-D-alanine ligase (ADP-forming);R04617  UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminoheptanedioate:D-alanyl-D-alanine ligase (ADP-forming)"
K01933,,R04208  2-(formamido)-N1-(5-phosphoribosyl)acetamidine cyclo-ligase (ADP-forming)
K01934,,R02301  5-formyltetrahydrofolate cyclo-ligase (ADP-forming)
K01935,,"R03182  7,8-diaminononanoate:carbon-dioxide cyclo-ligase;R12933;R12934"
K01937,,R00571  UTP:ammonia ligase (ADP-forming);R00573  UTP:L-glutamine amido-ligase (ADP-forming)
K01938,,R00943  formate:tetrahydrofolate ligase (ADP-forming)
K01939,,R01135  IMP:L-aspartate ligase (GDP-forming)
K01940,,R01954  L-citrulline:L-aspartate ligase (AMP-forming)
K01941,,R00774  urea:carbon-dioxide ligase (ADP-forming)
K01945,,R04144  5-phospho-D-ribosylamine:glycine ligase (ADP-forming)
K01950,,R00257  deamido-NAD+:L-glutamine amido-ligase (AMP-forming)
K01951,,R01230  xanthosine-5'-phosphate:ammonia ligase (AMP-forming);R01231  xanthosine-5'-phosphate:L-glutamine amido-ligase (AMP-forming);R08244  6-thioxanthine 5'-monophosphate:L-glutamine amido-ligase (AMP-forming)
K01952,,R04463  5'-phosphoribosylformylglycinamide:L-glutamine amido-ligase (ADP-forming)
K01953,,R00578  L-aspartate:L-glutamine amido-ligase (AMP-forming)
K01955,,"R00256  L-glutamine amidohydrolase;R00575  HCO3-:L-glutamine amido-ligase (ADP-forming, carbamate-phosphorylating);R01395  ATP:carbamate phosphotransferase;R10948  ATP:HCO3- phosphotransferase;R10949"
K01956,,"R00256  L-glutamine amidohydrolase;R00575  HCO3-:L-glutamine amido-ligase (ADP-forming, carbamate-phosphorylating);R01395  ATP:carbamate phosphotransferase;R10948  ATP:HCO3- phosphotransferase;R10949"
K01958,,R00344  pyruvate:carbon-dioxide ligase (ADP-forming)
K01959,,R00344  pyruvate:carbon-dioxide ligase (ADP-forming)
K01960,,R00344  pyruvate:carbon-dioxide ligase (ADP-forming)
K01961,,R00742  acetyl-CoA:carbon-dioxide ligase (ADP-forming);R04385  biotin-carboxyl-carrier-protein:carbon-dioxide ligase (ADP-forming)
